source,appid,review_id,steam_language,created_at,updated_at,voted_up,votes_up,votes_funny,comment_count,weighted_vote_score,steam_purchase_type,received_for_free,written_during_early_access,steam_deck,review_text,author_steamid,author_num_games_owned,author_num_reviews,author_playtime_forever,author_playtime_last_two_weeks,author_playtime_at_review,author_last_played
steam,1698960,210020231,english,2025-11-24T16:34:49+00:00,2025-11-24T16:34:49+00:00,True,23,1,11,0.74470973014831543,,False,False,,"I just finished Paper Lily and saw this, so I had to give it a try and honestly, Project Kat is every bit as good in its own way. It’s shorter and more compact, but that actually works in its favor. The whole game feels like a tightly crafted introduction to this universe, with the same eerie charm and unsettling atmosphere that made Paper Lily so memorable. The storytelling is really sharp. Kat herself is a great protagonist sarcastic, curious, and just a little reckless and the game uses her personality to pull you into situations that feel harmless at first but slowly twist into something much darker. The puzzles are simple but clever, the choices feel meaningful even in a short runtime, and the branching paths make it worth replaying just to see how differently things can unfold. What impressed me most is how much mood it manages to create with such a small space. The lighting, the quiet sound design, the little moments where the environment shifts when you’re not looking it all builds this creeping tension without going for cheap scares. By the end, you can really see the foundation of everything Paper Lily expands on. As a free prologue, it does exactly what it needs to: it stands on its own while making you want more. If you’re into atmospheric horror adventures with personality and style, Project Kat is absolutely worth the playthrough.",76561198062506049,990,918,77,0,77,2025-11-24T16:20:22+00:00
steam,1698960,208230457,english,2025-11-02T14:28:56+00:00,2025-11-02T14:28:56+00:00,True,8,2,0,0.617554843425750732,,False,False,,"---{ Graphics }---
☐ You forget what reality is
☑ Beautiful
☐ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☑ Very good
☐ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☑ Very good
☐ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☐ Kids
☑ Teens
☐ Adults
☐ Grandma

---{ PC Requirements }---
☑ Check if you can run paint
☐ Potato
☐ Decent
☐ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Game Size }---
☑ Floppy Disk
☐ Old Fashioned
☐ Workable
☐ Big
☐ Will eat 15% of your 1TB hard drive
☐ You will want an entire hard drive to hold it
☐ You will need to invest in a black hole to hold all the data

---{ Difficulty }---
☐ Just press 'W'
☑ Easy
☐ Easy to learn / Hard to master
☐ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☑ Nothing to grind
☐ Only if u care about leaderboards/ranks
☐ Isn't necessary to progress
☐ Average grind level
☐ Too much grind
☐ You'll need a second life for grinding

---{ Story }---
☐ No Story
☐ Some lore
☐ Average
☐ Good
☐ Lovely
☑ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☑ Short
☐ Average
☐ Long
☐ To infinity and beyond

---{ Price }---
☑ It's free!
☐ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☑ Never heard of
☐ Minor bugs
☐ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☐ 9
☑ 10",76561199171340346,88,2,106,0,106,2025-11-02T14:09:45+00:00
steam,1698960,195932965,english,2025-05-29T23:44:10+00:00,2025-05-29T23:44:10+00:00,True,5,0,0,0.60000002384185791,,False,False,,"I love the variety of choices and the outcomes that they lead to, super cool game!!! Going to play Paper Lily as well",76561198368532536,0,1,717,0,717,2025-05-25T15:50:17+00:00
steam,1698960,189210933,english,2025-03-02T20:43:43+00:00,2025-03-02T20:43:43+00:00,True,6,0,0,0.59583592414855957,,False,False,,"10/10 in my opinion. I am a big fan of rpg horror but have only come across a few good ones that I can truly say I have enjoyed in every aspect. Project Kat is extraordinary at packing so much bite into such limited amount of game play. I could even go back for a second play through [to get all achievements] and didn't find myself getting bored or restless. This is probably due to the fact I left the bottom left storage door untouched in my first play through and then circled back afterwards to pick the lock. I also replayed the game after inviting the three girls to join me in the ritual. After inviting them to your ""party"" they will follow you throughout the game, similar to the mechanics of corpse party except they are always present and never ""one"" with Kat. This expanded the dialogue ten fold and pretty much tripled the interaction and reaction box responses. Just a brilliant short story that unfolds in an incredibly interactive and thought provoking way. Could be approached as a mind invigorating weave of puzzles to unfurl or, if you're feeling more casual, you can approach it with an in and out easy approach. Versatile and layered. Would recommend.",76561199798881861,28,9,219,0,219,2025-03-02T20:33:18+00:00
steam,1698960,191052114,english,2025-03-24T05:57:05+00:00,2025-03-24T05:57:05+00:00,True,6,0,0,0.585987269878387451,,False,False,,"this is really good, i really like the music bg, sprites, and it's so beautiful short prologue vn
i really enjoyed it",76561199087663814,0,1,155,0,155,2025-03-23T19:49:53+00:00
steam,1698960,188879641,english,2025-02-27T17:43:23+00:00,2025-02-27T17:43:23+00:00,True,4,2,0,0.580152690410614014,,False,False,,"very enjoyable game, short story at first but 100% it takes a while (not 10 hours i had the game open while afk)",76561198379451950,77,25,653,0,653,2025-02-27T17:43:00+00:00
steam,1698960,200787169,english,2025-07-26T21:14:45+00:00,2025-07-26T21:14:45+00:00,True,9,0,1,0.625755071640014648,,True,False,,"[h1] Project Kat - Paper Lily Prologue [/h1]
[h2] Score: 8.5 / 10 [/h2]

I went into this expecting another forgettable RPG Maker horror game, but Project Kat hits different. It's got personality, player choice, and a main character who’s just the right mix of smug and doomed. The art style? Adorable and creepy in equal measure. The little animations, the subtle jokes, the atmosphere — it’s all made with the kind of love most games can’t fake. I’d almost call it charming, if I hadn’t sworn never to use that word in a review.

It’s spooky without being cheap, and the choices genuinely affect how things unfold — even if they all seem to lead to the same deliciously ominous end. My only real complaint is that it’s over just when things start to get juicy. But hey, it’s free. And it’s technically a prologue. So I won’t deduct too many points for that.

A.B.O verdict: Project Kat is short, stylish, and way smarter than it looks. Just don’t expect closure — it’s here to open a door, not close one. And even if, you'll nose nothing by trying a free game.

For more reviews, check out the curator page:
https://steamcommunity.com/groups/abocuratorpage",76561199090034032,114,5,67,0,67,2025-07-26T21:02:08+00:00
steam,1698960,192493274,english,2025-04-11T11:32:54+00:00,2025-04-11T11:32:54+00:00,True,6,0,0,0.57066190242767334,,False,False,,"One of the game’s strongest points is player choice. Many puzzles can be solved in multiple ways, and decisions — even small ones — have a noticeable impact on the narrative. The attention to detail is admirable, and the soundtrack adds to the eerie mood perfectly.
As a prologue, it does its job exceptionally well: it introduces the world, teases larger storylines, and leaves you wanting more. I’m genuinely excited for the full Paper Lily experience.
A short but powerful prologue that delivers atmosphere, mystery, and smart design. Highly recommended for fans of story-driven psychological horror.",76561199086529471,0,17,216,0,216,2025-04-11T11:29:27+00:00
steam,1698960,208939525,english,2025-11-11T07:41:06+00:00,2025-11-11T07:41:06+00:00,True,3,0,0,0.566929101943969727,,False,False,,"Insane amount of small details for a free game, I can see the love and efforts that went into this gem",76561198064573307,257,59,149,0,147,2025-11-12T01:08:34+00:00
steam,1698960,208154563,english,2025-11-01T18:13:07+00:00,2025-11-01T18:13:07+00:00,True,3,0,0,0.558096408843994141,,True,False,,"This is a free, short game of which I really didn't expect a lot and it honestly surprised me. Despite being an hour long game, the attention to detail, having multiple endings and the beautiul art style say a lot about how this game was made with love. You should give it a try if you like horror games. I will definetly be playing Paper Lily, I hope they pick up Kat's storyline",76561199472633802,98,21,158,0,158,2025-10-31T19:08:14+00:00
steam,1698960,190925343,english,2025-03-22T20:33:38+00:00,2025-03-22T20:33:38+00:00,True,3,0,0,0.555084764957427979,,False,False,,"lovely

girly girl karaoke night, isnt that just so cool?

[b]Dead end[/b]? what do you mean!! they are having so much fun together. its better this way",76561199784899359,0,86,247,0,247,2025-03-22T20:23:43+00:00
steam,1698960,200026652,english,2025-07-17T17:49:29+00:00,2025-07-17T17:49:29+00:00,True,3,0,0,0.545454561710357666,,False,False,,"This is such a lovely game! It's fun, interesting, creepy and free! I'd love to see a full release with multiple chapters. I played the prologue and will definitely play chapter 1, but I'd love to see more already!",76561198181826113,0,83,157,0,157,2023-01-12T23:22:41+00:00
steam,1698960,197412442,english,2025-06-16T22:12:00+00:00,2025-06-16T22:15:41+00:00,True,2,0,0,0.545454561710357666,,False,False,,"Wow that was...that was something. I personally really like these story-rich, mysterious, psychological horror games, somewhat reminds me of OMORI. I genuinely got interested to this fast lol, even got goosbumps on each weird, uneasy, creepy scene. Also it seems like there's more to it, with Chapter 1 being released last year! and I'll definitely give it a try!",76561199215745569,7,6,68,0,68,2025-06-16T22:05:29+00:00
steam,1698960,193077086,english,2025-04-19T05:41:56+00:00,2025-04-19T05:41:56+00:00,True,2,0,0,0.545454561710357666,,False,False,,"Great game to a Great chapter, Hidden horror rpg with diverse plots and ending's 10/10!",76561198843372347,0,20,174,0,174,2025-04-17T08:29:27+00:00
steam,1698960,215316991,english,2026-01-06T14:24:51+00:00,2026-01-06T14:24:51+00:00,True,2,0,0,0.54356849193572998,,False,False,,"Pretty short. Getting all the achievements and endings was a breeze. I love the concept that is set up and to be continued later on in paper lily (Chapter 1 of the game as these games are connected). Highly recommended, especially before playing paper lily because it gives you context clue and an introduction to the background of the plot that is to be explored further. I really like it, 8.7/10 I'm excited to see how the concept will be utilized :D",76561199813409544,31,6,138,0,138,2026-01-06T14:16:39+00:00
steam,1698960,194019735,english,2025-05-02T01:49:52+00:00,2025-05-02T01:58:18+00:00,True,2,0,0,0.537572264671325684,,False,False,,"This is what horror games should be, in summary it has multiple puzzle and u can solve it in multiple ways and has multiple endings which adding more engaging experience to the game narrative, unlike most horror games out there with linear and weak story.
 
The music is good, the art is good, and everything is good overall. One issue that i found is the game supposed to be RPG genre because it has RPG tag but it's strange to me if this game is RPG but has no stats for the character progression, removing the RPG tag from it can be helpful to not mislead RPG fans for the genre. Also i think this game need more puzzle with challenging decision to add more thrilling experience for the player perhaps ?

In conclusion this game is cool and has potential, i recommend this game for everyone who love story-based horror games with interesting narrative, I definitely can't wait for the full release.",76561198129774196,29,16,143,0,36,2025-05-02T05:23:57+00:00
steam,1698960,209985901,english,2025-11-24T03:23:54+00:00,2025-11-24T03:23:54+00:00,True,1,0,0,0.525862038135528564,,False,False,,"very good 

i like the little tutorial. it helps clarify some things that chapter 1 did not.",76561198135743252,0,116,40,0,40,2025-11-23T11:01:52+00:00
steam,1698960,199815173,english,2025-07-14T22:27:33+00:00,2025-07-14T22:28:15+00:00,True,1,0,0,0.525862038135528564,,False,False,,"A quite short but amazing and lovely-looking game, with fun mechanics, a pretty interesting story, nice tunes, and a spooky atmosphere too.

While the game promises each choice having weight, with even the slightest interaction potentially changing the overall outcome, it barely lives up to it.
The game has a lot of different endings, which is great and makes the game diverse.
However, the choices leading to them are noticeably significant. 
The majority of smaller choices really only affect insignificant elements, like some different text or very short encounters that don't channel to a different result.

All said, those encounters are still fun to experience, and there are numerous fun little elements.

Maybe it's only introductory to the main game where small choices do matter.
I'll have to see for myself.

It's undoubtedly a great prologue, which made me very excited for the next chapter.",76561198974239693,510,299,157,0,157,2025-07-14T21:41:25+00:00
steam,1698960,216207785,english,2026-01-17T23:56:26+00:00,2026-01-17T23:56:26+00:00,True,1,0,0,0.523809552192687988,,False,False,,"The game is a gem! The gameplay and dialogues are super well-thought-out. The lore is actually deep, especially everything about Kat and her occult hobbies. Definitely worth a play because:
1.It's free-to-play (but honestly, grab the DLC to support the devs).
2.Your choices actually matter.
3.The visuals are top-tier.
4.It has Ukrainian localization! :D
If you're looking for a mix of horror and cute girls, this is the one!",76561199073558015,0,6,131,0,131,2026-01-17T23:48:10+00:00
steam,1698960,208077881,english,2025-10-31T20:41:28+00:00,2025-10-31T20:41:28+00:00,True,1,0,0,0.523809552192687988,,False,False,,"true ending in 12 minutes :fire:

short but fun game,,,,,,,,,,,,,, paper lily......",76561199446838297,33,24,12,0,12,2023-07-09T20:36:15+00:00
