source,appid,game_name,is_dlc,player_type,review_id,steam_language,created_at,updated_at,voted_up,votes_up,votes_funny,comment_count,weighted_vote_score,steam_purchase_type,received_for_free,written_during_early_access,steam_deck,review_text,author_steamid,author_num_games_owned,author_num_reviews,author_playtime_forever,author_playtime_last_two_weeks,author_playtime_at_review,author_last_played
steam,735730,Color of Madness,True,unknown,196524464,english,2025-06-06T09:46:18+00:00,2025-06-27T23:36:08+00:00,False,53,1,2,0.829309821128845215,,False,False,,"For 37 days this DLC has been essentially unplayable since you don't get any rewards from it due to a bug that was known about before the April 30th update happened. Today they have released a patch saying they fixed the bug, and they did not. It is still unplayable for the foreseeable future.

- Edit

It is 58 days after the bug was introduced, the bug that was reported 92 days ago, and it is still not fixed on any branch of the game.",76561197997206870,0,283,0,0,,1970-01-01T00:00:00+00:00
steam,735730,Color of Madness,True,unknown,195567248,english,2025-05-24T18:32:44+00:00,2025-06-07T07:04:12+00:00,False,39,0,0,0.797305703163146973,,False,False,,"Do not buy this now. At time of writing, the DLC doesn't work. On April 30th 2025, the Devs released a new patch which makes looting impossible in the DLC. That's not an exaggeration, your loot window just auto vanishes. They've acknowledged the bug and promised a fix soon, but  3+ weeks later it's still not out. This DLC uses special looted items to buy items, buildings, and characters. With this bug there is no point to buy the DLC.

Looking at the patch post, this was an issue flagged during beta testing and not fixed. Reflects poorly on the studio.

Update: 7th June. Ooof. They FINALLY released, not a patch but, a preview of a future patch which you could download that supposedly fixed the bug. It did not fix the bug. They really don't care at this point. Over a month broken now, with no end in sight.",76561198069644623,282,22,0,0,,1970-01-01T00:00:00+00:00
steam,735730,Color of Madness,True,unknown,208850551,english,2025-11-10T00:34:31+00:00,2026-01-21T03:19:52+00:00,False,27,0,0,0.754578232765197754,,False,False,,"Do not take me not recommending this DLC as me disliking it. In fact, I adore this DLC for so many reasons. The art direction, the interesting trinkets, the music, the Thing from the Stars, and the Districts added by this are not just nothing to scoff at, they're universally amazing. The art is a perfect homage to the Color out of Space, and takes it in a wonderful direction that is not only unique but utterly gorgeous, and the music is similarly great. As well, the trinkets added by this are almost universally interesting, quirky, and add something to the game that generally wasn't there before. As well, the last part I love is the new roaming boss in The Thing from the Stars, which is a fun and challenging boss (though not very fun for newer players) with cool and varied rewards.

However, this DLC has a crippling flaw in the worst place it could possibly have it: the Farmstead. The first few expeditions the Farmstead throws at the player are actually quite good as tutorials and explanations of how the main attraction of the DLC works. However, the problems start once the Endless Harvest becomes an option.

Simply put, the Endless harvest is a fun concept crippled by its balancing and randomness. Darkest Dungeon is a game heavily designed around RNG mitigation with the trinket and quirk systems, so an area where not only does the player have random modifiers (which are VERY significant to gameplay and can either doom you or set you up for an easy win on a whim), often random rewards for surviving each wave, and random enemy compositions just feels bad to me. Far too often I end up feeling like I don't have any control over how my run in the Farmstead goes and can only hold on as tight as my heroes get tossed into god knows what. I understand that's the point of the DLC's themeing, but it creates a huge problem with the actual gameplay that I don't really like.

Speaking of poor gameplay decisions, the Endless Harvest has an incredibly strict meta team composition of Vestal/Jester/two Shieldbreakers. I already disdain the Shieldbreaker for being incredibly overpowered, but the way that the Farmstead forces this incredibly boring combo on the player as the only meaningful option to get anywhere just sucks. The stress and damage that can only inconsistently be dealt with out of combat means that the Jester and Vestal are a requirement for the area, and the two Shieldbreakers are the only heroes that have the ability to get around all of the generally unfair enemies and abilities the Farmstead often throws at the player. Since options like bleed and blight are too reliant on specific situations, they are completely useless, and most other characters simply can't keep up with the stress or damage requirements the farmstead imposes. This is worsened by the enemy design introduced with this area especially, with many being either outright unfair or incredibly annoying.

Enemies like plow horses being able to stealth themselves while putting themselves in the generally safe rank 3/4 before going for a full party shuffle is just blatantly unfair, the constant use of backline enemies that are far more durable than they should be, and the ridiculous amount of stress the room transitions pile onto the player at all times means that anything outside of the meta is massively handicapped. As well, the rewards from the Farmstead aren't even all that good for acquiring large amounts of shards for the previously mentioned cool trinkets and Districts. Overall, the gameplay is too focused on some really boring strategies, is too rigid, and is not very rewarding at all.

All in all, The Color of Madness is a beautiful, complex, interesting mess. The issues I have with this DLC are simply too great for me to truly recommend it for most, but if you like the trinkets and concept and are willing to sit through a lot of grinding and some bad mechanics, there certainly is a lot of appeal here. It's good enough for literally being 5 dollars, isn't too impactful on the base game unlike a CERTAIN DLC, nor does it add anything blatantly overpowered like a CERTAIN pair of DLC, nor does it add anything too awful. If it had some serious balance and design changes for things like colors, enemies, DOT viability, and application of rewards, I would wholeheartedly endorse this DLC.",76561198380790355,165,16,0,0,,1970-01-01T00:00:00+00:00
steam,735730,Color of Madness,True,unknown,195751540,english,2025-05-27T08:44:22+00:00,2025-05-27T08:44:22+00:00,False,19,0,4,0.70551753044128418,,False,False,,"I've never given a negative review for a bug before but apparently (and this bug is happening to me) there is a bug in this DLC that auto dismisses loot windows, one of the key ways you get the resource necessary to purchase the DLC content. Apparently the devs were aware of it and just never fixed it. 

What it adds is not all that exciting: some traits that are decent. Some buildings that are pretty mild, except the one that removes random hunger checks (the hardest one to get), a boss that drops some bummer trinkets unless you like low torchlight runs, some trinkets that are mostly centered around the endless mode itself, and then yeah, the endless mode.",76561197972267870,1012,72,0,0,,1970-01-01T00:00:00+00:00
steam,735730,Color of Madness,True,unknown,202823386,english,2025-08-25T00:12:39+00:00,2025-08-25T00:12:39+00:00,False,17,1,0,0.660577476024627686,,False,False,,"The game mode forces you into using specific comps that make for very repetitive and frankly boring combat, which is all this dlc is. The dlc frankly adds very little to the game except for some new items and enemies in a rush mode, without drastically enhancing the experience in any meaningful way. The content of this dlc feels more like a half baked update rather than something you should pay for, as even if it was free id still ignore it after the first run through.",76561198100449025,0,19,0,0,,1970-01-01T00:00:00+00:00
steam,735730,Color of Madness,True,unknown,201214534,english,2025-08-01T14:26:33+00:00,2025-08-01T14:26:33+00:00,True,9,0,1,0.625238001346588135,,False,False,,"!!!DLC pop-up bug is now fixed!!!

I love this DLC. You can just fight over and over again. It's cool if that's what you like about the game.
There's also a boss that can appear in a random dungeon and it's also pretty cool to do and get the rewards.",76561198813665474,83,22,0,0,,1970-01-01T00:00:00+00:00
steam,735730,Color of Madness,True,unknown,200749883,english,2025-07-26T12:26:05+00:00,2025-07-26T12:26:05+00:00,False,9,7,0,0.598865330219268799,,False,False,,"Pretty boring. 
DLC reduces the gameplay of Darkest Dungeon to an endless grind, eliminating the elements of strategic dungeon pathing and looting.
The difficulty is also artificially increased by blinding the player by the using an over-saturated backdrop triggered by its many ingame light conditions, perhaps in an attempt to reduce their accuracy when trying to exit to desktop.
",76561198079166178,0,8,0,0,,1970-01-01T00:00:00+00:00
steam,735730,Color of Madness,True,unknown,196786683,english,2025-06-09T09:46:04+00:00,2025-06-09T09:46:04+00:00,False,7,0,0,0.586967587471008301,,False,False,,"Every Lvl 3+ Farmstead quest is completely bugged, the loot disappearing after each encounter. Has been for a month.",76561198158015575,0,11,0,0,,1970-01-01T00:00:00+00:00
steam,735730,Color of Madness,True,unknown,198650581,english,2025-07-01T14:51:04+00:00,2025-07-01T14:52:04+00:00,False,12,0,0,0.620106279850006104,,False,False,,"[h1]PSA: USING EITHER THE COMING IN HOT OR LEGACY BETA BRANCH WILL FIX THE LOOT BUG[/H1]

With that out of the way, I'm not really a fan. The endless mode brings some interesting ideas to the table, and is fun the first few times, but it quickly becomes monotonous due to a lack of variety. The new trinkets and buildings are nice additions and some of them are pretty fun to play with, but I think you ultimately get what you pay for and little more.",76561198814325950,0,16,0,0,,1970-01-01T00:00:00+00:00
steam,735730,Color of Madness,True,unknown,192431054,english,2025-04-10T14:05:25+00:00,2025-04-10T14:05:25+00:00,True,3,0,0,0.566929101943969727,,False,False,,"Do you love Darkest Dungeon but wish the battles could last six hours? 

This is endless mode, no more and no less, but as well done as anyone could ask for.",76561198038520959,0,147,0,0,,1970-01-01T00:00:00+00:00
